pozisyon,pozisyon_kisa,city,firma,metin,b_sayisi,g_sayisi,sure,urls,Askerlik Durumu:,Company Industry:,Departman:,Eğitim Seviyesi:,Firma Sektörü:,Job Location:,Job Role:,Job Type :,Languages:,Level of education:,Military Status:,Number of vacancies:,Personel Sayısı:,Position Level:,Pozisyon Seviyesi:,Tecrübe:,University Department:,Yabancı Dil:,Years of Experience:,Çalışma Şekli :,Ülke/Şehir:,Üniversite Bölümü:,cluster
Satınalma ve Malzeme Planlama Sorumlusu,ticaret uzmanı,"İstanbul(Avr.), İstanbul(Asya)",gözükızıl yapı tekstil,"GENEL NİTELİKLER VE İŞ TANIMI
İç Giyim İmalatı ve Satışı yapan firmamıza aşağıdaki görevleri üstlenecek Planlama ve Satın Alma yetkilisi arayışımız bulunmaktadır.
Malzeme planlaması ve satınalma işlemini gerçekleştirecek,
Satın alma üzerine teklif almak,
Farklı birimlerden gelen satın alma taleplerini karşılamak, karşılanmasını sağlamak,
Satın alınması onaylanan girdilerin hem kalite hem de fiyata uygun olarak satın alınmasını sağlamak,
Kalite Yönetim Sistemine uygun olarak dokümantasyon hazırlamak,
Satın alma alanında sipariş vermek,
Siparişlerin takibini yapmak,
Tedarikçi üzerinde performans değerlendirmesi yapmak,
Satın alma sağlanabilecek muhtemel tedarikçileri belirlemek,
Yaptığı işlerle ilgili gerekli kayıtların oluşturulmasını sağlamak,
Kayıtları muhafaza etmek,
İstatistik çalışmaları yapmak.",50-100,469,2,https://www.kariyer.net/is-ilani/gozukizil-yapi-tekstil-satinalma-ve-malzeme-planlama-sorumlusu-2763259,Yapıldı,,Üretim / İmalat,İlk Öğretim(Mezun),Tekstil,,,,,,,,5,,,Tecrübeli ya da tecrübesiz adaylar,,,,Sürekli / Tam zamanlı,"İstanbul(Avr.), İstanbul(Asya)",,3
Operasyonel Mükemmellik Kıdemli Uzmanı,iş analisti,İstanbul(Asya)(Tuzla),Kibar Holding A.Ş.,"GENEL NİTELİKLER VE İŞ TANIMI
Genel Nitelikler
Üniversitelerin Endüstri Mühendisliği bölümünden mezun,
Yalın üretim yaklaşımları konusunda en az 4 yıl tecrübeli (SMED, 5S, Değer Akış Haritalama, Kaizen, Kanban vb.),
Süreç iyileştirme, istatistiksel proses kontrol ve ergonomi konularında teknik bilgi ve tecrübe sahibi,
Zaman etüdü ve proses endüstrisinde tecrübeli,
6 Sigma yöntemiyle proje tecrübesine sahip,
Teknik bilgisini sürekli geliştiren,
MS Office ve süreç çizim programlarına hakim, İleri seviyede MS Excel kullanan,
Proje yönetiminde yetkin,
Proses endüstrisinde tecrübeli.

İşin Tanımı
Holding şirketlerinde yürütülen Kaizen projelerinde problemlerin tespiti, kök neden analizlerinin yapılması, iyileştirmelerin uygulanması ve takibinde projelerde etkin rol üstlenilmesi, şirket çalışanlarına gerektiğinde koçluk yapılarak Yalın yaklaşımların uygulanmasının takipçisi olunması
Holding Operasyonel Mükemmellik Bölümü tarafından yayınlanan prosedürlerin Holding üretim şirketlerindeki uygulanmasının kontrol edilmesi
Operasyonel performans göstergelerinin standartlarının belirlenmesi ve prosedürlerinin oluşturulması sürecinde etkin rol oynanması
Şirketlerde performansın raporlanması için gerekli veri alt yapısının oluşturulması ve takip edilmesi çalışmalarında etkin rol oynanması
Şirketlerde iyileştirme çalışmalarının yürütülmesi ve devamlılığının sağlanması için gerekli süreç/rol/sorumluluk/veri toplama alt yapısı vb. tariflerinin yapılmasında etkin rol oynanması
Oluşturulan yaklaşımların/organizasyonel yapıların hayata geçirilmesinde şirketlere destek olunması
Holding genelinde uygulanan performans iyileştirme yöntemlerine ilişkin standart yaklaşımların oluşturulması
Şirketlerde performans iyileştirme yaklaşımlarına ilişkin (ör. Yalın vb.) gerekli eğitimlerin verilmesi
Şirketlerde belirlenen yaklaşımların uygulandığının sahada takip edilmesi

Pozisyonun lokasyonu İstanbul Tuzla'dır. Sıklıkla ziyaret edilecek yerleşimler İzmit ve Susurluk olacaktır.

Çalışma arkadaşlarımız, adaylarımız ve tüm iç/dış paydaşlarımızla “BİZ Birlikte Güçlüyüz” işveren markası mottomuz doğrultusunda iş birliği sağlıyoruz. İlanlarımıza başvuru yapan tüm adaylarımıza ırk, din, dil, cinsiyet, renk, ulusal ya da sosyal köken, cinsel yönelim, engellilik, siyasi görüş, hamilelik ya da medeni durum gözetmeksizin fırsat eşitliği sağlamanın bir ayrıcalık olmadığını biliyoruz. #BİZBirlikteGüçlüyüz",200-300,2496,20,https://www.kariyer.net/is-ilani/kibar-holding-a-s-operasyonel-mukemmellik-kidemli-uzmani-2676969,,,Üretim / İmalat,"Üniversite(Mezun), Yüksek Lisans(Mezun), Doktora(Mezun)","Holding / Şirketler Grubu, Yatırım",,,,,,,,Belirtilmemiştir,,,4 - 6 yıl tecrübeli adaylar,,,,Sürekli / Tam zamanlı,İstanbul(Asya)(Tuzla),,0
Planlama Uzman Yardımcısı,iş analisti,İstanbul(Asya)(Tuzla),İdevit Seramik San. ve Tic. A.Ş.,"GENEL NİTELİKLER VE İŞ TANIMI
GENEL NİTELİKLER VE İŞ TANIMI
-Üniversitelerin Endüstri, İstatistik veya Bilgisayar Programcılığı bölümlerinden mezun,
-Tercihen 1-2 yıllık raportör yetkinliklerine sahip,
-Üretim alanında kendini geliştirmek isteyen,
-İyi derecede MS Office program bilgisine sahip (tercihen Uyumsoft),
-Takım çalışmasına yatkın, problem çözme yeteneği gelişmiş
-İletişim ve sunum yönü kuvvetli,
-Veri analiz ve raporlama becerileri gelişmiş, sonuç odaklı hareket edebilen
-Haftanın altı günü çalışabilecek (08:00-16:40 çalışma saati)
-Gebze-Tuzla-Sultanbeyli-Pendik-Kartal E5 üzerinde ikamet eden
 GÖREV TANIMI
*Firmamızda üretim verilerinin takibini yapabilecek,
*Raporlamaları hazırlayıp sunumunu hazırlayabilecek,
*Günlük, haftalık, aylık rakam analizini yapabilecek,
Planlama Departmanımız’da çalışma arkadaşları arayışımız mevcuttur.",300-500,3323,82,https://www.kariyer.net/is-ilani/idevit-seramik-san-ve-tic-a-s-planlama-uzman-yardimcisi-2704669,Yapıldı,,Üretim / İmalat,"Lise(Mezun), Ön Lisans(Mezun)",Üretim / Endüstriyel Ürünler,,,,,,,,3,,,En az 1 yıl tecrübeli adaylar,,,,Sürekli / Tam zamanlı,İstanbul(Asya)(Tuzla),"Bilgisayar Programcılığı,Endüstri Mühendisliği,İstatistik",5
Proje Yönetim Uzmanı,iş analisti,İstanbul(Avr.)(Şişli),Dünya Varlık Yönetim A.Ş.,"GENEL NİTELİKLER VE İŞ TANIMI
Biz Çağrı Merkezi ve destek birimlerinden oluşan bir tahsilat şirketiyiz. Amacımız iş yapış şeklimizi sürekli geliştirmek. Şirketimizdeki süreçlerin iyileştirilmesi, yeni proje fikirlerinin paydaşlar ile değerlendirilerek projelendirilmesi, analiz edilmesi ve Bilgi Teknolojilerine aktarılarak takip edilmesi için bir takım arkadaşı arıyoruz. 
Aranan Nitelikler:
Üniversitelerin Endüstri Mühendisliği, Matematik, İstatistik, İşletme, İktisat vb. bölümlerinden mezun,
Proje yönetimi, süreç tasarımı ve geliştirilmesi konusunda minimum 1 yıl tecrübeli,
Finans sektöründe tecrübeli,
Araştırma yöntemleri, ölçme ve değerlendirme konularında deneyim sahibi,
Analitik düşünebilen, problem çözme becerileri kuvvetli, eş zamanlı olarak birden fazla süreci etkin biçimde yürütmeye yatkın,
Raporlama ve sunum becerileri gelişmiş,
MS Office programlarını iyi derecede kullanabilen (Excel testi yapılacaktır).

İş Tanımı:
Kurumun Proje Yönetim standartlarına göre, projede kapsam, maliyet, zaman, kalite ve değişiklik yönetiminin sağlanması,
Projelere ilişkin iş süreçlerinin analiz edilmesi, tasarlanması, geliştirilmesi ve standartlaştırılması,
Kaynakların kurum hedeflerine en verimli kullanımı için gerekli yönetimsel çalışmaların ve raporlamaların yapılması,
İç ve dış paydaşlarla iletişimin planlanması ve ilişkilerinin yönetilmesi,
Dokümanların (Proje Yönetim Planı, Proje Risk Planı, Yönetim Özeti Sunum, vb.) hazırlanması, güncellenmesi, sunulması, arşivlenmesi.",1000-1500,9031,21,https://www.kariyer.net/is-ilani/dunya-varlik-yonetim-a-s-proje-yonetim-uzmani-2514817,"Yapıldı, Muaf, Tecilli",,Varlık Yönetimi,"Üniversite(Mezun), Yüksek Lisans(Öğrenci)",Finansal Hizmetler,,,,,,,,1,,Uzman,1 - 3 yıl tecrübeli adaylar,,,,Sürekli / Tam zamanlı,İstanbul(Avr.)(Şişli),,0
Data Analisti,veri analisti,İstanbul(Asya)(Ataşehir),Bupa Acıbadem Sigorta A.Ş.,"GENEL NİTELİKLER VE İŞ TANIMI
Bupa Acıbadem Sigorta’nın Genel Müdürlüğü’nde görevlendirilmek üzere Data Analisti arıyoruz.
Eğer siz de aşağıdaki özelliklere sahipseniz:
Lisans ya da yüksek lisans mezunu,
İyi derecede İngilizce bilgisine sahip,
SAS ve tercihen R ve Python programlarını kullanabilen,
MS Office programlarını ileri seviyede kullanabilen,
Analitik düşünme becerisine sahip,
Detaylara önem veren, çözüm ve sonuç odaklı,
İletişimin kuvvetli ve ekip çalışmasına yatkın,
Ve “Mutlu çalışanların mutlu şirketleri, mutlu şirketlerin ise başarıyı getirdiğine inanan” bir anlayışın parçası olarak aşağıdaki görevleri yürütmek istiyorsanız:
Makine öğrenimini kullanarak özellikleri seçme, regresyon, sınıflandırma ve kümeleme modellerini oluşturmanı ve optimize etmek,
Bupa Acıbadem Sigorta stratejisine katkı sağlayacak maliyet odaklı çalışmalara katkıda bulunmak,
Satış ve performans etkinliğini artırmaya yönelik analizler gerçekleştirerek verileri  Python / R programları üzerinde analiz etmeni, istatistiksel olarak anlamlandırmanı ve çıkarımlar yapmak,
Ürün fiyatlama çalışmalarına baz olabilecek analizler ve modeller geliştirmek,
Performans ve strateji konulu sunumlar hazırlamanı ve bunları otomatize etmek,
Başvurularınızı bekliyoruz...",200-300,1836,42,https://www.kariyer.net/is-ilani/bupa-acibadem-sigorta-a-s-data-analisti-2734377,Yapıldı,,Veri Analitiği,"Üniversite(Mezun), Yüksek Lisans(Mezun)",Sigortacılık,,,,,,,,Belirtilmemiştir,,Uzman,Tecrübeli ya da tecrübesiz adaylar,,"İngilizce( Okuma : İleri, Yazma : İleri, Konuşma : İleri)",,Sürekli / Tam zamanlı,İstanbul(Asya)(Ataşehir),,1
Master Data Veri Analizi Uzmanı,veri analisti,İstanbul(Avr.)(Bağcılar),LC WAIKIKI MAGAZACILIK HIZMETLERI TIC.A.S.,"GENEL NİTELİKLER VE İŞ TANIMI
Üniversitelerin İlgili bölümlerinden mezun (Endüstri, Matematik, Bilgisayar, Yazılım Mühendislikleri, İstatistik, Bilişim Yönetim Sistemleri),
Veri analizi ve yönetimi konusunda en az 5 yıl tecrübeli
T-SQL sorgulama diline çok iyi derecede hakim,
Tercihen PowerBI raporlama aracı konusunda deneyimi olan,
Veri analizi, veri görselleştirme konularına çok iyi derecede hakim,
Tercihen perakende sektörlerde deneyim edinmiş,
İyi düzeyde İngilizce sözlü ve yazılı iletişim becerileri olan,
Ekip çalışmasına yatkın, sorumluluk sahibi, iletişimi kuvvetli, inisiyatif kullanabilen, müşteri odaklı,
Problem çözümünde yaratıcı, proaktif ve analitik bakış açısı olan,
 İş Tanımı
Projelerde veri ihtiyaçları ile ilgili teknik analist olarak görev almak
Farklı sistemlerdeki verilerin uçtan uca doğruluğunu ve tekilliğini sağlamak.
Veri Kalitesini artıracak tedbirleri ilgili ekipler ile birlikte hayata geçirmek
Veri uyumsuzlukları konusunda kök neden analizleri yapmak, çözüm önerileri sunmak
Veri akış haritaları oluşturmak ve sürekli güncel kalmasını sağlamak
Kurumsal veri kütüphanesini oluşturmak ve geliştirmek",200-300,3669,129,https://www.kariyer.net/is-ilani/lc-waikiki-magazacilik-hizmetleri-tic-a-s-master-data-veri-analizi-uzmani-2663975,,,Analiz / Araştırma,Üniversite(Mezun),"Mağazacılık (Tekstil), Perakende",,,,,,,,Belirtilmemiştir,,,En az 5 yıl tecrübeli adaylar,,"İngilizce( Okuma : İyi, Yazma : İyi, Konuşma : İyi)",,Sürekli / Tam zamanlı,İstanbul(Avr.)(Bağcılar),"Bilgisayar Mühendisliği,Bilişim-Yönetim (MYO),Endüstri Mühendisliği,Matematik Mühendisliği,Yazılım Mühendisliği",1
Stratejik Planlama ve Raporlama Uzmanı,veri analisti,İstanbul(Avr.)(Kağıthane),CK ENERJİ YATIRIM A.Ş,"GENEL NİTELİKLER VE İŞ TANIMI
CK Enerji Yatırım A.Ş bünyesinde değerlendirmek üzere Stratejik Planlama ve Analiz Departmanında çalışacak Stratejik Planlama ve Raporlama Uzmanı arayışımız bulunmaktadır.  
·       Üniversitelerin Endüstri Mühendisliği, Ekonometri, İstatistik, İşletme veya ilgili bölümlerinden mezun,
·       Tercihen Türkiye Enerji piyasası mevzuatına hakim ve enerji sektöründe en az 2 yıl deneyimli,
·       MS Ofis uygulamalarını çok iyi seviyede kullanan, 
·       İleri seviye excel bilgisine sahip,
·       Analitik düşünme becerileri gelişmiş, 
·       Sonuç ve çözüm odaklı, 
·       Takım çalışmasına yatkın, sözlü ve yazılı iletişimi güçlü, 
·       Yoğun çalışma temposuna uyum sağlayabilecek, 
·       İstanbul’da ikamet eden veya çalışabilecek olan. 

İŞ TANIMI
·       Uzlaştırma hesaplarının yapılması ve kontrolleri,
·       Lisanssız üretimlerin tahminlenmesi ve faturalandırma tutarlarının hesaplanması,
·       Finans birimi ile koordineli çalışılması,
·       Yıllık bütçe verilerinin koordine edilerek hazırlanması ve yönetime sunulması
·       Enerji bütçelerinin hazırlanması, takibi ve raporlaması,
·       Aylık yönetim raporlarının hazırlanması ve paylaşılması,
·       EPDK raporlarının hazırlanması, fiyat eşitleme hesaplamalarının yapılması ve kontrol edilmesi
·       Mevzuat değişikliklerinin şirkete etkilerinin hesaplanması,",200-300,1328,14,https://www.kariyer.net/is-ilani/ck-enerji-yatirim-a-s-stratejik-planlama-ve-raporlama-uzmani-2753214,,,Yönetim,"Üniversite(Mezun), Yüksek Lisans(Öğrenci), Yüksek Lisans(Mezun)",Enerji,,,,,,,,Belirtilmemiştir,,Uzman,2 - 6 yıl tecrübeli adaylar,,,,Sürekli / Tam zamanlı,İstanbul(Avr.)(Kağıthane),,0
Kurumsal Verimlilik ve Analiz Müdürü,veri analisti,İstanbul(Avr.)(Fatih),Bezmialem Vakıf Üniversitesi,"GENEL NİTELİKLER VE İŞ TANIMI
Türkiye’de sağlık sektöründe köklü bir geçmişe sahip olan Bezmialem Vakıf Üniversitesi’nin Fatih’ de hizmet veren Sağlık Uygulama ve Araştırma Merkezi’nde görevlendirilmek üzere,
Üniversitelerin Endüstri Mühendisliği, İşletme, İstatistik, İktisat vb. bölümlerinden mezun,
Ms Office uygulamalarına hâkim, özellikle ileri derecede Microsoft Excel kullanabilen,
Tercihen Hastanelerde benzer pozisyonlarda en az 4 yıl raporlama yapmış,
Analitik düşünen, sözlü ve yazılı iletişim yeteneği yüksek,
Ekip yönetimini konusunda tecrübeli ve ekibini geliştirebilecek,
Sektörel gelişmeleri yakından takip ederek yenilikleri iş süreçlerine hızlıca uyarlayacak,
Erkek adaylar için askerliğini tamamlamış,

 ""Kurumsal Verimlilik ve Analiz Müdürü"" arayışımız bulunmaktadır.
 ",200-300,1863,43,https://www.kariyer.net/is-ilani/bezmialem-vakif-universitesi-kurumsal-verimlilik-ve-analiz-muduru-2734158,,,Yönetim,"Üniversite(Mezun), Yüksek Lisans(Öğrenci), Yüksek Lisans(Mezun)",Sağlık,,,,,,,,Belirtilmemiştir,,Orta düzey yönetici,En az 4 yıl tecrübeli adaylar,,,,Sürekli / Tam zamanlı,İstanbul(Avr.)(Fatih),,0
Maliyet Kontrol ve Bütçe Uzmanı,finans analisti,Bursa,OMTEK OTOMOTİV SAN. VE TİC.A.Ş.,"GENEL NİTELİKLER VE İŞ TANIMI
Omtek Otomotiv A.Ş., iki farklı lokasyonda 30.000 m2 kapalı üretim alanı, 300’ün üzerinde çalışanı ile 25 yıldır otomotiv aksesuar üretimi alanında otomotiv ana sanayi firmalarının çözüm ortağıdır.
Otomotiv sektöründe büyüyen ve gelişen organizasyonumuzda ‘Maliyet ve Bütçe Planlama Uzmanı' olarak görev alacak çalışma arkadaşı arıyoruz.
Üniversitelerin Endüstri Mühendisliği, Ekonomi, İşletme, Matematik, İstatistik bölümlerinden mezun,
Bütçe, Mali Raporlama ve yönetim raporlaması alanında en az 3 yıl deneyimi olan,
Tercihen UFRS çalışmalarında tecrübeli, genel muhasebe, tek düzen hesap planı, bilanço ve gelir tablosuna hakim,
MS Office programları(Excel, Word, Power Point vs.)çok iyi derecede kullanabilen,
Analitik düşünebilen, çözüm odaklı, detaylara önem veren, sorumluluk alabilen,
Tercihen IFS Maliyet Modüllerinde tecrübeli,
Dikkatli, titiz çalışabilen, süreç ve zaman yönetimi becerileri gelişmiş,
Takım çalışmasına uyumlu, iletişim becerisi yüksek,
İŞ TANIMI
IFS Maliyet Modülü devreye alma sürecine liderlik etmek,
Dağıtım anahtarları ve masraf merkezlerinin kurgulanması, standart ve fiili maliyetlerin analiz edilmesi,
Birim maliyetlerin;  tahmini, son satınalma ve ortalama envanter değeri üzerinden raporlanması, envanter değerlemelerinin güncellenmesi,
Satış ve satınalma maliyetlerinin ve envanter maliyetlerinin raporlanması,
Departmanların maliyet raporları üzerinden denetimler yapmak, sapmalar ile ilgili raporlar hazırlayıp sapmanın kök nedenini bulmak ve gerekli önlemleri almak/aldırmak,
Bölüm ve ürün bazlı karlılık raporları oluşturarak, maliyetin hedeflerden yüksek ve karlılığın düşük olduğu durumlarda süreç geliştirme bölümü ile analiz ve aksiyonları almak,
Aylık maliyet kapanışlarının yapılması,
Takip edilecek BI raporlarının yazılım ekipleri ile birlikte hazırlanması,
Envanter yönetimine ve sayım kuruluna liderlik etmek,
Yıllık bütçe planlamasını yapmak ve denetlemek, bütçe BI rapor platformunu yazılım ekibi ile birlikte kurgulamak, takip etmek ve raporlamak,
Bütçe gerçekleşmeleri ile ilgili  sorumlu bölümlerle birlikte aksiyon almak,",300-500,3504,71,https://www.kariyer.net/is-ilani/omtek-otomotiv-san-ve-tic-a-s-maliyet-kontrol-ve-butce-uzmani-2701822,Yapıldı,,Yönetim,"Üniversite(Mezun), Yüksek Lisans(Öğrenci), Yüksek Lisans(Mezun)",Otomotiv,,,,,,,,1,,Uzman,En az 3 yıl tecrübeli adaylar,,"İngilizce( Okuma : İyi, Yazma : İyi, Konuşma : İyi)",,Sürekli / Tam zamanlı,Bursa,,8
Resmi Raporlama Yöneticisi,veri analisti,İstanbul(Asya)(Ataşehir),Birevim Tasarruf Gayrimenkul Otomotiv Organizasyon Pazarlama A.Ş,"GENEL NİTELİKLER VE İŞ TANIMI
Birlikte Tasarruf Finansmanı yöntemiyle bireylerin tasarruflarını sıra dışı başarı hikayelerine dönüştüren Birevim, düşük maliyetli ve insan merkezli yeni çözümleriyle tasarruf sahiplerinin finansal ihtiyaçlarını karşılamaktadır.
Kurulduğumuz günden bu yana yenilikçi yaklaşımımız, güçlü sermayemiz, tasarruf sahibi memnuniyetini ön planda tutan kadrolarımız, şube ağımız, teknolojik altyapımız ve operasyonel mükemmellik standartlarımızla sektöre değer katıyoruz. 
Türkiye’nin dört bir yanında bulunan şubelerimiz ve 1000’i aşkın çalışanımızla her geçen gün, kendini yenileyen ve birlikte başarıyı hedefleyen ailemize yeni değerler arıyoruz.
Bu kapsamda; Genel Müdürlüğümüzde görevlendirmek üzere “Resmi Raporlama Yönetmeni” aramaktayız.
Aranan Nitelikler
Üniversitelerin Ekonomi, İşletme, İstatistik, Ekonometri bölümlerinden mezun, 
Bankaların Resmi /Yasal  Raporlama alanlarında en az 5 yıl deneyimli,
Bilanço ve Tek Düzen Hesap Planı hakkında bilgi sahibi,
MS Office uygulamalarına hakim, 
Takım çalışmasına yatkın,
Erkek adaylar için askerliğini tamamlamış.
Görev Tanımı
Finansal raporlamaların BDDK  tebliğlerine uygun olarak çeşitli  periyotlarda hazırlanarak resmi kurumlara bildirmek,
Yasal raporlamanın güncel mevzuata uygun olarak ve mevzuatta belirlenen sürelerde yapılması için gerekli çalışmaları yapmak,
Finansal raporların otomatize edilmesi ve buna bağlı projelere destek vermek,
İç dış denetim ve yasal otoritelere bilgi akışı sağlamak,
Bağımsız denetim faaliyetlerinin yürütmek,",50-100,811,29,https://www.kariyer.net/is-ilani/birevim-tasarruf-gayrimenkul-otomotiv-organizasyon-resmi-raporlama-yoneticisi-2742629,,,Yönetim,"Üniversite(Mezun), Yüksek Lisans(Öğrenci), Yüksek Lisans(Mezun)","Hizmet , Gayrimenkul, Emlak İşleri, Finans - Ekonomi, Sigortacılık",,,,,,,,Belirtilmemiştir,,Orta düzey yönetici,En az 5 yıl tecrübeli adaylar,,,,Sürekli / Tam zamanlı,İstanbul(Asya)(Ataşehir),,8
Data Scientist,veri analisti,İstanbul(Asya)(Pendik),Sistem Teknik Ltd. Şti.,"QUALIFICATIONS AND JOB DESCRIPTION
Established by Sistem Teknik Industrial Furnaces, Revolvind is a Data Science company targeting to revolutionize industrial production with Industry 4.0 solutions. Revolvind aims to solve production efficiency problems by using industrial IoT data-driven AI/ML systems and to grow with the 42 years of experience that Sistem Teknik provides. 
Revolvind’s software team is looking for an ambitious, passionate, and curious teammate who wants to play a part in reconstructing today's industrial concepts.

Job Description:

Build appropriate analytical solutions to ensure the competitive priorities.
Use a broad range of statistical and machine learning techniques to provide actionable business insights like drive revenue, reduce cost, prevent fraudulent activities and improve customer experience.
Develop production-grade data pipelines to power ML-based data products.
Design and analyze experiments and monitor the performance of data products.
Proactively influence product prioritization through data-driven insights.
Design solutions with a focus on cloud, PaaS, SaaS, and serverless services
Transform complex datasets into key strategy facts.
Apply suitable Data Mining, Machine Learning and Deep Learning Algorithms to build high performance analytical models.
Investigate for new open source technologies and algorithms to increase team capabilities.
Follow trends in data science to maintain proficiency.
Understand business objectives, data requirements and translate them into predictive models and analytical solutions.
Propose new use cases as well as solutions.
Challenge the running models with new methodologies to increase model performances.
Collaborate with business partners for obtaining the best business results.
Ability to present complex model outputs to both technical and non-tech / business audiences.
Validate and test all model results.
Monitoring of the model performances is essential and improve the algorithms when needed.
Documentation of analytical solutions is also required.

Qualifications:
BS or MS degree in Industrial Engineering, Computer Engineering, Statistics, Mathematics, MIS or other related quantitative fields.
OR Advanced Degree or equivalent in Machine Learning, Computer Science, Electrical Engineering, Physics, Statistics, Applied Math’s or other quantitative fields,
Master’s degree in Data Analytics is a plus.
2+ years of professional working experience in Data Science.
Knowledge and experience with “Applied Statistics”, “Machine Learning” and “Deep Learning” concepts like Regression, Classification, Data Mining, Clustering, Neural Networks.
Hands-on experience in building predictive models and scale it over big data.
Extensive hands-on experience in exploratory data analysis and feature engineering.
Strong coding / modelling experience with Python/R is a must.
Experience within distributed environment is preferred (Hadoop, Spark)
Strong SQL skills.
In-depth quantitative background with excellent analytical skills.
Strong problem solving and communication skills.
Strong desire for continuous improvement about data analytics.
Ability to adopt changes quickly.
Knowledge of IoT Technologies is a plus.
Fluent proficiency in spoken and written English is required.

It’s Great if you have some:
Good understanding of Hadoop ecosystems
Experience working with creating restful APIs and creating external applications to run data science models
Experience working with Open-source products
Working in an agile environment using test driven methodologies
experience with Kafka, the Hadoop Ecosystem (Hadoop, Kafka, Spark), with cloud based services (AWS S3, EMR, Glue) and with containers (Docker, Kubernetes, ECS, EKS).
experience in creating and managing an enterprise-scale Data Platform, while setting best practices for security, privacy, monitoring & alerting, and CI/CD (ideally, e.g., Azure, Prometheus, AlertManager, Grafana, Jenkins, Concourse, Airflow, Tableau, Alation)",100-200,1676,2,https://www.kariyer.net/is-ilani/sistem-teknik-ltd-sti-data-scientist-2591254,,"Manufacturing / Industrial Products, Defense Industry, Industrial Building",,,,İstanbul(Asya)(Pendik),Research and Development (R&D),Permanent / Full-time,"English( Reading : Good, Writing : Good, Speaking : Good)","Bachelor’s(Graduate), Master’s(Student), Master’s(Graduate), Doctorate(Student), Doctorate(Graduate)","Completed, Exempt",Not Specified,,Assistant Specialist,,,"Computer Engineering,Computer Programming,Electrical/Electronics Engineering,Mathematics Engineering,Software Engineering",,2 - 14 years of experience,,,,1
